"COU","Country","GFT_CAT","Category","CONTRIB","Contribution","UNIT","Measure","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FRA","France","MP_CRC","Cost Recovery Charges","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,-5638690.684,,
"FRA","France","MP_CRC","Cost Recovery Charges","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,-5397282.541,,
"FRA","France","MP_CRC","Cost Recovery Charges","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,-1295290.753,,
"FRA","France","MP_CRC","Cost Recovery Charges","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,-1073032.156,,
"ISL","Iceland","MP_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,1906051.97,,
"ISL","Iceland","MP_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,1835289.809,,
"ISL","Iceland","MP_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,1590498.569,,
"ISL","Iceland","MP_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,1906051.97,,
"ISL","Iceland","MP_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,1835289.809,,
"ISL","Iceland","MP_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,1590498.569,,
"PRT","Portugal","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,14197061.151,,
"PRT","Portugal","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,9759833.912,,
"PRT","Portugal","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,12226830.334,,
"PRT","Portugal","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,29079976.096,,
"PRT","Portugal","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,17527002.667,,
"PRT","Portugal","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,990400.236,,
"PRT","Portugal","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,757159.383,,
"PRT","Portugal","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1504776.892,,
"PRT","Portugal","A_GS_MRE","Management, research and enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,990400.236,,
"PRT","Portugal","A_GS_MRE","Management, research and enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,757159.383,,
"PRT","Portugal","A_GS_MRE","Management, research and enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1504776.892,,
"BEL","Belgium","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,202676.902,,
"BEL","Belgium","M_CRT_IN","Interest subsidies","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,202676.902,,
"BEL","Belgium","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,3655076.954,,
"BEL","Belgium","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,4548993.772,,
"BEL","Belgium","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,3229614.846,,
"BEL","Belgium","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,193509.64,,
"BEL","Belgium","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,322512.085,,
"BEL","Belgium","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,231952.468,,
"BEL","Belgium","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,443340.611,,
"BEL","Belgium","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,3783141.076,,
"FIN","Finland","M_DP_IS","Income support and unemployment insurance","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,0,,
"FIN","Finland","M_DP_IS","Income support and unemployment insurance","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,0,,
"FIN","Finland","M_CRT_IN","Interest subsidies","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,0,,
"FIN","Finland","M_CRT_IN","Interest subsidies","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,0,,
"FIN","Finland","M_CRT_IT","Income tax rebates for fishers and unpaid social contributions","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,0,,
"FIN","Finland","M_CRT_IT","Income tax rebates for fishers and unpaid social contributions","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,0,,
"PRT","Portugal","M_DP_IS","Income support and unemployment insurance","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,701081.641,,
"PRT","Portugal","M_DP_IS","Income support and unemployment insurance","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,1169291.774,,
"PRT","Portugal","M_DP_IS","Income support and unemployment insurance","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1155563.081,,
"PRT","Portugal","M_DP_IS","Income support and unemployment insurance","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,702480,,
"ARG","Argentina","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,6224161.282,,
"ARG","Argentina","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,16584211.75,,
"ARG","Argentina","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,27920655.111,,
"ARG","Argentina","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,8213700,,
"ARG","Argentina","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,4707866.667,,
"ARG","Argentina","M_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,8213700,,
"ARG","Argentina","M_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,4707866.667,,
"ARG","Argentina","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,6224161.282,,
"ARG","Argentina","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,8370511.75,,
"ARG","Argentina","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,23212788.444,,
"ARG","Argentina","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,5381878.5,,
"ARG","Argentina","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,9283845.111,,
"ARG","Argentina","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,12675897.436,,
"ARG","Argentina","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,13789250,,
"ARG","Argentina","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,19866210.667,,
"ARG","Argentina","M_CRC","Cost Recovery Charges","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,-6451736.154,,
"ARG","Argentina","M_CRC","Cost Recovery Charges","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,-10800616.75,,
"ARG","Argentina","M_CRC","Cost Recovery Charges","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,-5937267.333,,
"ARG","Argentina","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,584169.25,,
"ARG","Argentina","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,427264.667,,
"ARG","Argentina","A_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,250000,,
"ARG","Argentina","A_DP_D","Disaster relief payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,250000,,
"ARG","Argentina","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,334169.25,,
"ARG","Argentina","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,427264.667,,
"ARG","Argentina","A_GS_MRE","Management, research and enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,334169.25,,
"ARG","Argentina","A_GS_MRE","Management, research and enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,427264.667,,
"ARG","Argentina","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,6224161.282,,
"ARG","Argentina","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,17168381,,
"ARG","Argentina","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,28347919.778,,
"COL","Colombia","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,23581017.117,,
"COL","Colombia","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,17253254.826,,
"COL","Colombia","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,26039853.076,,
"COL","Colombia","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,2087028.35,,
"COL","Colombia","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,5950871.3,,
"COL","Colombia","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,5931901.231,,
"COL","Colombia","M_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,612910.403,,
"COL","Colombia","M_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,4636660.968,,
"COL","Colombia","M_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,4677208.075,,
"COL","Colombia","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,5684689.859,,
"COL","Colombia","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,697005.602,,
"COL","Colombia","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,5388712.249,,
"COL","Colombia","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,98217.475,,
"COL","Colombia","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,443903.009,,
"COL","Colombia","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,4236320.09,,
"COL","Colombia","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,3517614.208,,
"COL","Colombia","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,253102.593,,
"COL","Colombia","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1152392.159,,
"COL","Colombia","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,3976482.018,,
"COL","Colombia","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,4440551.796,,
"COL","Colombia","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,10983179.773,,
"COL","Colombia","A_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,1917152.508,,
"COL","Colombia","A_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,3368642.29,,
"COL","Colombia","A_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,10161301.882,,
"COL","Colombia","A_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,604383.436,,
"COL","Colombia","A_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,1645604.821,,
"COL","Colombia","A_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,3128577.53,,
