"COU","Country","GFT_CAT","Category","CONTRIB","Contribution","UNIT","Measure","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"KOR","Korea","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,183391218.449,,
"KOR","Korea","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,204766065.107,,
"KOR","Korea","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,187892768.034,,
"KOR","Korea","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,168870418.946,,
"KOR","Korea","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,145157429.405,,
"KOR","Korea","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,134942687.664,,
"KOR","Korea","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,99060566.782,,
"EST","Estonia","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,1998825.851,,
"EST","Estonia","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,2025637.946,,
"EST","Estonia","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,153117.988,,
"NZL","New Zealand","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,18189366.045,,
"NZL","New Zealand","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,21619863.011,,
"NZL","New Zealand","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,19446198.468,,
"NZL","New Zealand","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,21849808.089,,
"NZL","New Zealand","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,22388328.565,,
"NZL","New Zealand","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,20244249.564,,
"NZL","New Zealand","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,23006426.417,,
"NZL","New Zealand","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,25261238.544,,
"NZL","New Zealand","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,31574449.393,,
"NZL","New Zealand","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,28194348.574,,
"NZL","New Zealand","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,30000157.5,,
"THA","Thailand","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,994470.374,,
"THA","Thailand","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,1296804.305,,
"THA","Thailand","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,1377963.759,,
"THA","Thailand","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,522759.302,,
"THA","Thailand","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,670270.42,,
"THA","Thailand","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,509701.194,,
"THA","Thailand","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,627000,,
"THA","Thailand","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,498340.328,,
"THA","Thailand","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,576147.524,,
"CHL","Chile","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,212157.915,,
"CHL","Chile","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,1436078.032,,
"CHL","Chile","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,1536565.645,,
"NZL","New Zealand","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,705928.856,,
"NZL","New Zealand","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,640228.089,,
"NZL","New Zealand","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,1194733.428,,
"NZL","New Zealand","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,1485820.64,,
"NZL","New Zealand","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,434372.309,,
"NZL","New Zealand","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,1959542.444,,
"NZL","New Zealand","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,2904979.264,,
"NZL","New Zealand","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,2372375.709,,
"NZL","New Zealand","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,2187679.449,,
"NZL","New Zealand","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,3680481.667,,
"NOR","Norway","M_CRT_F","Fuel tax exemptions","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,38289695.88,,
"NOR","Norway","M_CRT_F","Fuel tax exemptions","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,41577525.007,,
"NOR","Norway","M_CRT_F","Fuel tax exemptions","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,60464403.505,,
"NOR","Norway","M_CRT_F","Fuel tax exemptions","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,58383170.45,,
"NOR","Norway","M_CRT_F","Fuel tax exemptions","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,64635969.485,,
"NOR","Norway","M_CRT_F","Fuel tax exemptions","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,63618702.696,,
"NOR","Norway","M_CRT_F","Fuel tax exemptions","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,61378451.21,,
"NOR","Norway","M_CRT_F","Fuel tax exemptions","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,53710014.935,,
"NOR","Norway","M_CRT_F","Fuel tax exemptions","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,70484380.515,,
"AUS","Australia","M_CRC","Cost Recovery Charges","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,-10092353.097,,
"AUS","Australia","M_CRC","Cost Recovery Charges","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,-11868729.618,,
"AUS","Australia","M_CRC","Cost Recovery Charges","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,-14334676.437,,
"AUS","Australia","M_CRC","Cost Recovery Charges","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,-14307453.416,,
"AUS","Australia","M_CRC","Cost Recovery Charges","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,-11277884.615,,
"AUS","Australia","M_CRC","Cost Recovery Charges","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,-11468181.818,,
"ESP","Spain","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,32636646.933,,
"ESP","Spain","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,26464685.789,,
"ESP","Spain","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,14841613.941,,
"ESP","Spain","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,18886044.294,,
"ESP","Spain","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,23412925.554,,
"ESP","Spain","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,8213128.548,,
"ESP","Spain","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,2258546.707,,
"SVK","Slovak Republic","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,570.78,,
"SVK","Slovak Republic","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,11714.308,,
"SVK","Slovak Republic","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,27339.638,,
"ISL","Iceland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2000","2000","USD","US Dollar","0","Units",,,15270563.133,,
"ISL","Iceland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2001","2001","USD","US Dollar","0","Units",,,12542130.811,,
"ISL","Iceland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2002","2002","USD","US Dollar","0","Units",,,13200785.472,,
"ISL","Iceland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2003","2003","USD","US Dollar","0","Units",,,16520356.556,,
"ISL","Iceland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,17865247.343,,
"ISL","Iceland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,19976085.251,,
"ISL","Iceland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,16953087.461,,
"ISL","Iceland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,17198657.919,,
"ISL","Iceland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,12602401.817,,
"ISL","Iceland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,8935443.106,,
"ISL","Iceland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,10610083.285,,
"ISL","Iceland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,11080669.927,,
"ISL","Iceland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,7872568.296,,
"ISL","Iceland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,5557947.538,,
"ISL","Iceland","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,2864044.168,,
"GBR","United Kingdom","M_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2002","2002","USD","US Dollar","0","Units",,,1596297.83,,
"GBR","United Kingdom","M_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2003","2003","USD","US Dollar","0","Units",,,3126026.643,,
"GBR","United Kingdom","M_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,4729296.031,,
"GBR","United Kingdom","M_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,7220465.884,,
"GBR","United Kingdom","M_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,1135480.936,,
"USA","United States","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,4800000,,
"USA","United States","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,9200000,,
"USA","United States","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,39104800,,
"USA","United States","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,37684900,,
"USA","United States","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,38076300,,
"USA","United States","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,6445948,,
"USA","United States","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,8398000,,
"USA","United States","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,8386000,,
"PRT","Portugal","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,18025300.19,,
"PRT","Portugal","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,53303034.769,,
"PRT","Portugal","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,38609979.816,,
"PRT","Portugal","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,29893324.48,,
"PRT","Portugal","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,26458028.278,,
"PRT","Portugal","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,40628243.028,,
"PRT","Portugal","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,42523602.667,,
"KOR","Korea","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2002","2002","USD","US Dollar","0","Units",,,41843414.63,,
"KOR","Korea","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2003","2003","USD","US Dollar","0","Units",,,54693750.332,,
"KOR","Korea","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,52940258.324,,
"KOR","Korea","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,58202015.153,,
"KOR","Korea","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,71154898.379,,
"KOR","Korea","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,55851288.567,,
"KOR","Korea","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,68727062.108,,
"KOR","Korea","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,55942726.43,,
"KOR","Korea","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,73867656.826,,
"KOR","Korea","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,72328031.115,,
"SVK","Slovak Republic","MP_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,6611.375,,
"SVK","Slovak Republic","MP_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,12816.669,,
"SVK","Slovak Republic","MP_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,10095.5,,
"NLD","Netherlands","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,16575933.31,,
"NLD","Netherlands","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,1519537.5,,
"NLD","Netherlands","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,41264223.294,,
"NLD","Netherlands","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,3125866.458,,
"NLD","Netherlands","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,6104283.91,,
"CZE","Czech Republic","A_GS_MRE","Management, research and enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,250520.629,,
"KOR","Korea","M_DP_D","Disaster relief payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,2474580.796,,
"KOR","Korea","M_DP_D","Disaster relief payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,3788849.655,,
"GBR","United Kingdom","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,1520929.744,,
"GBR","United Kingdom","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,8691083.772,,
"GBR","United Kingdom","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,5929697.909,,
"GBR","United Kingdom","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,26033294.032,,
"GBR","United Kingdom","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,1573209.128,,
"GBR","United Kingdom","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,3419504.491,,
"FIN","Finland","M_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,2545777.736,,
"FIN","Finland","M_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,2749146.741,,
"FIN","Finland","M_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,3457300.877,,
"FIN","Finland","M_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,6340360.995,,
"KOR","Korea","A_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,2558501.362,,
"ISL","Iceland","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2000","2000","USD","US Dollar","0","Units",,,20958974.731,,
"ISL","Iceland","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2001","2001","USD","US Dollar","0","Units",,,20993991.206,,
"ISL","Iceland","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2002","2002","USD","US Dollar","0","Units",,,22337061.107,,
"ISL","Iceland","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2003","2003","USD","US Dollar","0","Units",,,28966039.534,,
"ISL","Iceland","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,28280942.983,,
"ISL","Iceland","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,35669876.749,,
"ISL","Iceland","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,40623031.093,,
"ISL","Iceland","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,54631490.06,,
"ISL","Iceland","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,40176547.902,,
"ISL","Iceland","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,30311772.383,,
"ISL","Iceland","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,28962991.42,,
"ISL","Iceland","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,31820306.409,,
"ISL","Iceland","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,31554212.823,,
"ISL","Iceland","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,33814258.141,,
"ISL","Iceland","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,37008281.573,,
"TWN","Chinese Taipei","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,28608132.368,,
"TWN","Chinese Taipei","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,23831131.284,,
"TWN","Chinese Taipei","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,7494635.886,,
"TWN","Chinese Taipei","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,10851683.819,,
"TWN","Chinese Taipei","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,10596553.035,,
"TWN","Chinese Taipei","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,9687429.635,,
"TWN","Chinese Taipei","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,1167587.302,,
"TWN","Chinese Taipei","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,10706071.545,,
"TWN","Chinese Taipei","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,10752332.478,,
"TWN","Chinese Taipei","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,10273785.052,,
"USA","United States","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,419181000,,
"USA","United States","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,763713000,,
"USA","United States","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,927200000,,
"USA","United States","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,1109600000,,
"USA","United States","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,1092900000,,
"USA","United States","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,900660000,,
"USA","United States","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,946776000,,
"USA","United States","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,1090591175,,
"USA","United States","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,983789678,,
"USA","United States","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,960531085,,
"NOR","Norway","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,17077123.3,,
"NOR","Norway","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,23630297.354,,
"NOR","Norway","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,25106683.284,,
"NOR","Norway","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,39785215.923,,
"NOR","Norway","A_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,41844995.633,,
