"COUNTRY","Country","VARIABLE","Variable","UNIT","Unit","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,2543782175,,
"USA","United States","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,1907964678,,
"USA","United States","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,2062919085,,
"USA","United States","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2014","2014",,,"0","Units",,,1127985259,,
"USA","United States","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,5235000,,
"USA","United States","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,21777000,,
"USA","United States","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,81549000,,
"USA","United States","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,118050000,,
"USA","United States","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,378350000,,
"USA","United States","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2014","2014",,,"0","Units",,,130467153,,
"USA","United States","IFINP","Transfers based on input use","USD","US dollar","2008","2008",,,"0","Units",,,235000,,
"USA","United States","IFINP","Transfers based on input use","USD","US dollar","2010","2010",,,"0","Units",,,5777000,,
"USA","United States","IFINP","Transfers based on input use","USD","US dollar","2011","2011",,,"0","Units",,,67549000,,
"USA","United States","IFINP","Transfers based on input use","USD","US dollar","2012","2012",,,"0","Units",,,115000000,,
"USA","United States","IFINP","Transfers based on input use","USD","US dollar","2013","2013",,,"0","Units",,,83000000,,
"USA","United States","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2008","2008",,,"0","Units",,,235000,,
"USA","United States","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2010","2010",,,"0","Units",,,5777000,,
"USA","United States","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2011","2011",,,"0","Units",,,67549000,,
"USA","United States","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2012","2012",,,"0","Units",,,115000000,,
"USA","United States","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2013","2013",,,"0","Units",,,83000000,,
"USA","United States","IFINP_FIX_O","Support to other fixed costs","USD","US dollar","2008","2008",,,"0","Units",,,235000,,
"USA","United States","IFINP_FIX_O","Support to other fixed costs","USD","US dollar","2010","2010",,,"0","Units",,,5777000,,
"USA","United States","IFINP_FIX_O","Support to other fixed costs","USD","US dollar","2011","2011",,,"0","Units",,,67549000,,
"USA","United States","IFINP_FIX_O","Support to other fixed costs","USD","US dollar","2012","2012",,,"0","Units",,,115000000,,
"USA","United States","IFINP_FIX_O","Support to other fixed costs","USD","US dollar","2013","2013",,,"0","Units",,,83000000,,
"USA","United States","IFINC","Transfers based on fishers income ","USD","US dollar","2008","2008",,,"0","Units",,,5000000,,
"USA","United States","IFINC","Transfers based on fishers income ","USD","US dollar","2010","2010",,,"0","Units",,,16000000,,
"USA","United States","IFINC","Transfers based on fishers income ","USD","US dollar","2011","2011",,,"0","Units",,,14000000,,
"USA","United States","IFINC","Transfers based on fishers income ","USD","US dollar","2012","2012",,,"0","Units",,,3050000,,
"USA","United States","IFINC","Transfers based on fishers income ","USD","US dollar","2013","2013",,,"0","Units",,,295350000,,
"USA","United States","IFINC","Transfers based on fishers income ","USD","US dollar","2014","2014",,,"0","Units",,,66407554,,
"USA","United States","IFINC_INS","Income support","USD","US dollar","2008","2008",,,"0","Units",,,5000000,,
"USA","United States","IFINC_INS","Income support","USD","US dollar","2010","2010",,,"0","Units",,,16000000,,
"USA","United States","IFINC_INS","Income support","USD","US dollar","2011","2011",,,"0","Units",,,14000000,,
"USA","United States","IFINC_INS","Income support","USD","US dollar","2012","2012",,,"0","Units",,,3050000,,
"USA","United States","IFINC_INS","Income support","USD","US dollar","2013","2013",,,"0","Units",,,295350000,,
"USA","United States","IFINC_INS","Income support","USD","US dollar","2014","2014",,,"0","Units",,,66407554,,
"USA","United States","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2014","2014",,,"0","Units",,,11000000,,
"USA","United States","GSMNG_ENF","Enforcement expenditures","USD","US dollar","2008","2008",,,"0","Units",,,855819000,,
"USA","United States","GSMNG_ENF","Enforcement expenditures","USD","US dollar","2009","2009",,,"0","Units",,,906337000,,
"USA","United States","GSMNG_ENF","Enforcement expenditures","USD","US dollar","2010","2010",,,"0","Units",,,891117327,,
"USA","United States","GSMNG_ENF","Enforcement expenditures","USD","US dollar","2011","2011",,,"0","Units",,,1090591175,,
"USA","United States","GSMNG_ENF","Enforcement expenditures","USD","US dollar","2012","2012",,,"0","Units",,,983789678,,
"USA","United States","GSMNG_ENF","Enforcement expenditures","USD","US dollar","2013","2013",,,"0","Units",,,960531085,,
"USA","United States","GSMNG_ENF","Enforcement expenditures","USD","US dollar","2014","2014",,,"0","Units",,,958446106,,
"USA","United States","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2008","2008",,,"0","Units",,,33833000,,
"USA","United States","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2010","2010",,,"0","Units",,,13221000,,
"USA","United States","IFMSC","Miscellaneous transfers to fishers","USD","US dollar","2014","2014",,,"0","Units",,,53059599,,
"USA","United States","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2008","2008",,,"0","Units",,,1715532000,,
"USA","United States","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2009","2009",,,"0","Units",,,1639562139,,
"USA","United States","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2010","2010",,,"0","Units",,,1871665327,,
"USA","United States","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2011","2011",,,"0","Units",,,2462233175,,
"USA","United States","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2012","2012",,,"0","Units",,,1789914678,,
"USA","United States","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2013","2013",,,"0","Units",,,1684569085,,
"USA","United States","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2014","2014",,,"0","Units",,,997518106,,
"USA","United States","GSACC","Access to other countries’ waters","USD","US dollar","2008","2008",,,"0","Units",,,21000000,,
"USA","United States","GSACC","Access to other countries’ waters","USD","US dollar","2009","2009",,,"0","Units",,,21000000,,
"USA","United States","GSACC","Access to other countries’ waters","USD","US dollar","2010","2010",,,"0","Units",,,21000000,,
"USA","United States","GSACC","Access to other countries’ waters","USD","US dollar","2011","2011",,,"0","Units",,,21000000,,
"USA","United States","GSACC","Access to other countries’ waters","USD","US dollar","2012","2012",,,"0","Units",,,21000000,,
"USA","United States","GSACC","Access to other countries’ waters","USD","US dollar","2013","2013",,,"0","Units",,,21000000,,
"USA","United States","GSACC","Access to other countries’ waters","USD","US dollar","2014","2014",,,"0","Units",,,21000000,,
"USA","United States","GSMKG","Marketing and promotion","USD","US dollar","2008","2008",,,"0","Units",,,92184000,,
"USA","United States","GSMKG","Marketing and promotion","USD","US dollar","2009","2009",,,"0","Units",,,29830000,,
"USA","United States","GSMKG","Marketing and promotion","USD","US dollar","2010","2010",,,"0","Units",,,122161000,,
"USA","United States","GSMKG","Marketing and promotion","USD","US dollar","2013","2013",,,"0","Units",,,10500000,,
"USA","United States","GSRND","Research and development ","USD","US dollar","2008","2008",,,"0","Units",,,253991000,,
"USA","United States","GSRND","Research and development ","USD","US dollar","2009","2009",,,"0","Units",,,249939000,,
"USA","United States","GSRND","Research and development ","USD","US dollar","2010","2010",,,"0","Units",,,307188000,,
"USA","United States","GSRND","Research and development ","USD","US dollar","2011","2011",,,"0","Units",,,854478000,,
"USA","United States","GSRND","Research and development ","USD","US dollar","2012","2012",,,"0","Units",,,236525000,,
"USA","United States","GSRND","Research and development ","USD","US dollar","2013","2013",,,"0","Units",,,224834000,,
"USA","United States","GSRND","Research and development ","USD","US dollar","2014","2014",,,"0","Units",,,4000000,,
"USA","United States","GSMNG","Management of resources","USD","US dollar","2008","2008",,,"0","Units",,,1314524000,,
"USA","United States","GSMNG","Management of resources","USD","US dollar","2009","2009",,,"0","Units",,,1338793139,,
"USA","United States","GSMNG","Management of resources","USD","US dollar","2010","2010",,,"0","Units",,,1408095327,,
"USA","United States","GSMNG","Management of resources","USD","US dollar","2011","2011",,,"0","Units",,,1586755175,,
"USA","United States","GSMNG","Management of resources","USD","US dollar","2012","2012",,,"0","Units",,,1532389678,,
"USA","United States","GSMNG","Management of resources","USD","US dollar","2013","2013",,,"0","Units",,,1428235085,,
"USA","United States","GSMNG","Management of resources","USD","US dollar","2014","2014",,,"0","Units",,,972518106,,
"USA","United States","GSMNG_EXP","Management expenditures ","USD","US dollar","2008","2008",,,"0","Units",,,327260000,,
"USA","United States","GSMNG_EXP","Management expenditures ","USD","US dollar","2009","2009",,,"0","Units",,,363208446,,
"USA","United States","GSMNG_EXP","Management expenditures ","USD","US dollar","2010","2010",,,"0","Units",,,432917000,,
"USA","United States","GSMNG_EXP","Management expenditures ","USD","US dollar","2011","2011",,,"0","Units",,,438507000,,
"USA","United States","GSMNG_EXP","Management expenditures ","USD","US dollar","2012","2012",,,"0","Units",,,426075000,,
"USA","United States","GSMNG_EXP","Management expenditures ","USD","US dollar","2013","2013",,,"0","Units",,,414024000,,
"USA","United States","GSMNG_STK","Stock enhancement programs","USD","US dollar","2008","2008",,,"0","Units",,,131445000,,
"USA","United States","GSMNG_STK","Stock enhancement programs","USD","US dollar","2009","2009",,,"0","Units",,,69247693,,
"USA","United States","GSMNG_STK","Stock enhancement programs","USD","US dollar","2010","2010",,,"0","Units",,,84061000,,
"USA","United States","GSMNG_STK","Stock enhancement programs","USD","US dollar","2011","2011",,,"0","Units",,,57657000,,
"USA","United States","GSMNG_STK","Stock enhancement programs","USD","US dollar","2012","2012",,,"0","Units",,,122525000,,
"USA","United States","GSMNG_STK","Stock enhancement programs","USD","US dollar","2013","2013",,,"0","Units",,,53680000,,
"USA","United States","GSMNG_STK","Stock enhancement programs","USD","US dollar","2014","2014",,,"0","Units",,,14072000,,
"ARG","Argentina","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2010","2010",,,"0","Units",,,6209021.694,,
"ARG","Argentina","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2011","2011",,,"0","Units",,,16077575.879,,
"ARG","Argentina","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2012","2012",,,"0","Units",,,27626958.18,,
"ARG","Argentina","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2013","2013",,,"0","Units",,,22899290.519,,
"ARG","Argentina","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,6209021.694,,
"ARG","Argentina","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,16077575.879,,
"ARG","Argentina","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,27626958.18,,
"ARG","Argentina","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,22899290.519,,
"ARG","Argentina","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,7962777.308,,
"ARG","Argentina","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,4658344.691,,
"ARG","Argentina","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,4578726.247,,
"ARG","Argentina","IFINC","Transfers based on fishers income ","USD","US dollar","2011","2011",,,"0","Units",,,7962777.308,,
"ARG","Argentina","IFINC","Transfers based on fishers income ","USD","US dollar","2012","2012",,,"0","Units",,,4658344.691,,
"ARG","Argentina","IFINC","Transfers based on fishers income ","USD","US dollar","2013","2013",,,"0","Units",,,4578726.247,,
"ARG","Argentina","IFINC_INS","Income support","USD","US dollar","2011","2011",,,"0","Units",,,7962777.308,,
"ARG","Argentina","IFINC_INS","Income support","USD","US dollar","2012","2012",,,"0","Units",,,4658344.691,,
"ARG","Argentina","IFINC_INS","Income support","USD","US dollar","2013","2013",,,"0","Units",,,4578726.247,,
"ARG","Argentina","FCRC","COST RECOVERY CHARGES","USD","US dollar","2010","2010",,,"0","Units",,,-6436043.015,,
"ARG","Argentina","FCRC","COST RECOVERY CHARGES","USD","US dollar","2011","2011",,,"0","Units",,,-10470665.592,,
"ARG","Argentina","FCRC","COST RECOVERY CHARGES","USD","US dollar","2012","2012",,,"0","Units",,,-5874813.312,,
"ARG","Argentina","FCRRE","Cost Recovery Charges, for resource access rights","USD","US dollar","2010","2010",,,"0","Units",,,-6436043.015,,
"ARG","Argentina","FCRRE","Cost Recovery Charges, for resource access rights","USD","US dollar","2011","2011",,,"0","Units",,,-10470665.592,,
"ARG","Argentina","FCRRE","Cost Recovery Charges, for resource access rights","USD","US dollar","2012","2012",,,"0","Units",,,-5874813.312,,
"ARG","Argentina","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2010","2010",,,"0","Units",,,12645064.709,,
"ARG","Argentina","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2011","2011",,,"0","Units",,,18585464.163,,
"ARG","Argentina","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2012","2012",,,"0","Units",,,28843426.801,,
"ARG","Argentina","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2013","2013",,,"0","Units",,,18320564.272,,
"ARG","Argentina","GSRND","Research and development ","USD","US dollar","2010","2010",,,"0","Units",,,12645064.709,,
"ARG","Argentina","GSRND","Research and development ","USD","US dollar","2011","2011",,,"0","Units",,,13367998.222,,
"ARG","Argentina","GSRND","Research and development ","USD","US dollar","2012","2012",,,"0","Units",,,19657238.31,,
"ARG","Argentina","GSRND","Research and development ","USD","US dollar","2013","2013",,,"0","Units",,,18320564.272,,
"ARG","Argentina","GSMNG","Management of resources","USD","US dollar","2011","2011",,,"0","Units",,,5217465.941,,
"ARG","Argentina","GSMNG","Management of resources","USD","US dollar","2012","2012",,,"0","Units",,,9186188.491,,
"ARG","Argentina","GSMNG_EXP","Management expenditures ","USD","US dollar","2011","2011",,,"0","Units",,,5217465.941,,
"ARG","Argentina","GSMNG_EXP","Management expenditures ","USD","US dollar","2012","2012",,,"0","Units",,,9186188.491,,
"EST","Estonia","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2008","2008",,,"0","Units",,,1038082.796,,
"EST","Estonia","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2009","2009",,,"0","Units",,,7439841.389,,
"EST","Estonia","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2010","2010",,,"0","Units",,,13087703.811,,
"EST","Estonia","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2011","2011",,,"0","Units",,,12502581.35,,
"EST","Estonia","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2012","2012",,,"0","Units",,,12917536.988,,
"EST","Estonia","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2013","2013",,,"0","Units",,,12895794.767,,
"EST","Estonia","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2014","2014",,,"0","Units",,,20275684.658,,
"EST","Estonia","FSE_NON","FISHERIES SUPPORT ESTIMATE - Non Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,363153.671,,
"EST","Estonia","FSE_NON","FISHERIES SUPPORT ESTIMATE - Non Budgetary","USD","US dollar","2009","2009",,,"0","Units",,,794875.376,,
"EST","Estonia","FSE_NON","FISHERIES SUPPORT ESTIMATE - Non Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,494072.176,,
"EST","Estonia","FSE_NON","FISHERIES SUPPORT ESTIMATE - Non Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,507932.121,,
"EST","Estonia","FSE_NON","FISHERIES SUPPORT ESTIMATE - Non Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,442044.029,,
"EST","Estonia","FSE_NON","FISHERIES SUPPORT ESTIMATE - Non Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,365644.307,,
"EST","Estonia","FSE_NON","FISHERIES SUPPORT ESTIMATE - Non Budgetary","USD","US dollar","2014","2014",,,"0","Units",,,364922.082,,
"EST","Estonia","TIFN","TRANSFERS TO INDIVIDUAL FISHERS - Non Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,363153.671,,
"EST","Estonia","TIFN","TRANSFERS TO INDIVIDUAL FISHERS - Non Budgetary","USD","US dollar","2009","2009",,,"0","Units",,,794875.376,,
"EST","Estonia","TIFN","TRANSFERS TO INDIVIDUAL FISHERS - Non Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,494072.176,,
"EST","Estonia","TIFN","TRANSFERS TO INDIVIDUAL FISHERS - Non Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,507932.121,,
"EST","Estonia","TIFN","TRANSFERS TO INDIVIDUAL FISHERS - Non Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,442044.029,,
"EST","Estonia","TIFN","TRANSFERS TO INDIVIDUAL FISHERS - Non Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,365644.307,,
"EST","Estonia","TIFN","TRANSFERS TO INDIVIDUAL FISHERS - Non Budgetary","USD","US dollar","2014","2014",,,"0","Units",,,364922.082,,
"EST","Estonia","FTC","Fuel tax concessions","USD","US dollar","2008","2008",,,"0","Units",,,363153.671,,
"EST","Estonia","FTC","Fuel tax concessions","USD","US dollar","2009","2009",,,"0","Units",,,794875.376,,
"EST","Estonia","FTC","Fuel tax concessions","USD","US dollar","2010","2010",,,"0","Units",,,494072.176,,
"EST","Estonia","FTC","Fuel tax concessions","USD","US dollar","2011","2011",,,"0","Units",,,507932.121,,
"EST","Estonia","FTC","Fuel tax concessions","USD","US dollar","2012","2012",,,"0","Units",,,442044.029,,
"EST","Estonia","FTC","Fuel tax concessions","USD","US dollar","2013","2013",,,"0","Units",,,365644.307,,
"EST","Estonia","FTC","Fuel tax concessions","USD","US dollar","2014","2014",,,"0","Units",,,364922.082,,
"EST","Estonia","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,674929.124,,
"EST","Estonia","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2009","2009",,,"0","Units",,,6644966.013,,
"EST","Estonia","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,12593631.635,,
"EST","Estonia","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,11994649.229,,
"EST","Estonia","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,12475492.959,,
"EST","Estonia","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,12530150.46,,
"EST","Estonia","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2014","2014",,,"0","Units",,,19910762.576,,
"EST","Estonia","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,0,,
"EST","Estonia","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2009","2009",,,"0","Units",,,5280042.707,,
"EST","Estonia","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,3983706.289,,
"EST","Estonia","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,2643608.227,,
"EST","Estonia","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,1527839.989,,
"EST","Estonia","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,5188650.14,,
"EST","Estonia","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2014","2014",,,"0","Units",,,4951646.626,,
"EST","Estonia","IFINP","Transfers based on input use","USD","US dollar","2008","2008",,,"0","Units",,,0,,
"EST","Estonia","IFINP","Transfers based on input use","USD","US dollar","2009","2009",,,"0","Units",,,332794.081,,
"EST","Estonia","IFINP","Transfers based on input use","USD","US dollar","2010","2010",,,"0","Units",,,1572426.774,,
"EST","Estonia","IFINP","Transfers based on input use","USD","US dollar","2011","2011",,,"0","Units",,,1016714.314,,
"EST","Estonia","IFINP","Transfers based on input use","USD","US dollar","2012","2012",,,"0","Units",,,1192973.768,,
"EST","Estonia","IFINP","Transfers based on input use","USD","US dollar","2013","2013",,,"0","Units",,,1161101.446,,
"EST","Estonia","IFINP","Transfers based on input use","USD","US dollar","2014","2014",,,"0","Units",,,2233583.46,,
"EST","Estonia","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2008","2008",,,"0","Units",,,0,,
"EST","Estonia","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2009","2009",,,"0","Units",,,332794.081,,
"EST","Estonia","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2010","2010",,,"0","Units",,,1572426.774,,
"EST","Estonia","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2011","2011",,,"0","Units",,,1016714.314,,
"EST","Estonia","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2012","2012",,,"0","Units",,,1192973.768,,
"EST","Estonia","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2013","2013",,,"0","Units",,,1161101.446,,
"EST","Estonia","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2014","2014",,,"0","Units",,,2233583.46,,
"EST","Estonia","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2008","2008",,,"0","Units",,,0,,
"EST","Estonia","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2009","2009",,,"0","Units",,,332794.081,,
"EST","Estonia","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2010","2010",,,"0","Units",,,1572426.774,,
"EST","Estonia","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2011","2011",,,"0","Units",,,1016714.314,,
"EST","Estonia","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2012","2012",,,"0","Units",,,1192973.768,,
"EST","Estonia","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2013","2013",,,"0","Units",,,1161101.446,,
"EST","Estonia","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2014","2014",,,"0","Units",,,2233583.46,,
"EST","Estonia","IFINC","Transfers based on fishers income ","USD","US dollar","2008","2008",,,"0","Units",,,0,,
"EST","Estonia","IFINC","Transfers based on fishers income ","USD","US dollar","2009","2009",,,"0","Units",,,21346.418,,
"EST","Estonia","IFINC","Transfers based on fishers income ","USD","US dollar","2010","2010",,,"0","Units",,,10832.587,,
"EST","Estonia","IFINC","Transfers based on fishers income ","USD","US dollar","2011","2011",,,"0","Units",,,14733.882,,
"EST","Estonia","IFINC","Transfers based on fishers income ","USD","US dollar","2012","2012",,,"0","Units",,,12316.097,,
"EST","Estonia","IFINC","Transfers based on fishers income ","USD","US dollar","2013","2013",,,"0","Units",,,12720.071,,
"EST","Estonia","IFINC","Transfers based on fishers income ","USD","US dollar","2014","2014",,,"0","Units",,,17382.36,,
"EST","Estonia","IFINC_INS","Income support","USD","US dollar","2008","2008",,,"0","Units",,,0,,
"EST","Estonia","IFINC_INS","Income support","USD","US dollar","2009","2009",,,"0","Units",,,21346.418,,
"EST","Estonia","IFINC_INS","Income support","USD","US dollar","2010","2010",,,"0","Units",,,10832.587,,
"EST","Estonia","IFINC_INS","Income support","USD","US dollar","2011","2011",,,"0","Units",,,14733.882,,
"EST","Estonia","IFINC_INS","Income support","USD","US dollar","2012","2012",,,"0","Units",,,12316.097,,
"EST","Estonia","IFINC_INS","Income support","USD","US dollar","2013","2013",,,"0","Units",,,12720.071,,
"EST","Estonia","IFINC_INS","Income support","USD","US dollar","2014","2014",,,"0","Units",,,17382.36,,
"EST","Estonia","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2008","2008",,,"0","Units",,,0,,
"EST","Estonia","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2009","2009",,,"0","Units",,,4925902.208,,
"EST","Estonia","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2010","2010",,,"0","Units",,,2400446.928,,
"EST","Estonia","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2011","2011",,,"0","Units",,,1612160.031,,
"EST","Estonia","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2012","2012",,,"0","Units",,,322550.124,,
"EST","Estonia","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2013","2013",,,"0","Units",,,4014828.623,,
"EST","Estonia","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2014","2014",,,"0","Units",,,2700680.806,,
"EST","Estonia","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2008","2008",,,"0","Units",,,0,,
"EST","Estonia","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2009","2009",,,"0","Units",,,526305.114,,
"EST","Estonia","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2010","2010",,,"0","Units",,,6251577.187,,
"EST","Estonia","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2011","2011",,,"0","Units",,,3341917.185,,
"EST","Estonia","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2012","2012",,,"0","Units",,,2625876.211,,
"EST","Estonia","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2013","2013",,,"0","Units",,,437375.58,,
"EST","Estonia","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2014","2014",,,"0","Units",,,2097225.94,,
"EST","Estonia","FCRC","COST RECOVERY CHARGES","USD","US dollar","2008","2008",,,"0","Units",,,-1478806.802,,
"EST","Estonia","FCRC","COST RECOVERY CHARGES","USD","US dollar","2009","2009",,,"0","Units",,,-1348958.292,,
"EST","Estonia","FCRC","COST RECOVERY CHARGES","USD","US dollar","2010","2010",,,"0","Units",,,-1068829.351,,
"EST","Estonia","FCRC","COST RECOVERY CHARGES","USD","US dollar","2011","2011",,,"0","Units",,,-1063635.804,,
"EST","Estonia","FCRC","COST RECOVERY CHARGES","USD","US dollar","2012","2012",,,"0","Units",,,-880595.798,,
"EST","Estonia","FCRC","COST RECOVERY CHARGES","USD","US dollar","2013","2013",,,"0","Units",,,-923685.335,,
"EST","Estonia","FCRC","COST RECOVERY CHARGES","USD","US dollar","2014","2014",,,"0","Units",,,-1016214.592,,
"EST","Estonia","FCRRE","Cost Recovery Charges, for resource access rights","USD","US dollar","2008","2008",,,"0","Units",,,-1478806.802,,
