"COU","Country","EMPL","Economic sector","GND","Gender","UNIT","Occupation rate","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"TUR","Turkey","PGRT","Total","TOT","Total","FU","Full-time","2007","2007","PER","Persons","0","Units",,,62839,,
"TUR","Turkey","PGRT","Total","TOT","Total","FU","Full-time","2008","2008","PER","Persons","0","Units",,,64362,,
"TUR","Turkey","PGRT","Total","TOT","Total","FU","Full-time","2009","2009","PER","Persons","0","Units",,,55998,,
"TUR","Turkey","PGRT","Total","TOT","Total","FU","Full-time","2010","2010","PER","Persons","0","Units",,,57928,,
"TUR","Turkey","PGRT","Total","TOT","Total","FU","Full-time","2011","2011","PER","Persons","0","Units",,,52993,,
"TUR","Turkey","PGRT","Total","TOT","Total","FU","Full-time","2012","2012","PER","Persons","0","Units",,,49029,,
"TUR","Turkey","PGRT","Total","TOT","Total","FU","Full-time","2013","2013","PER","Persons","0","Units",,,49514,,
"TUR","Turkey","PGRT","Total","TOT","Total","PA","Part-time","2006","2006","PER","Persons","0","Units",,,6839,,
"TUR","Turkey","PGRT","Total","TOT","Total","PA","Part-time","2007","2007","PER","Persons","0","Units",,,7915,,
"TUR","Turkey","PGRT","Total","TOT","Total","PA","Part-time","2008","2008","PER","Persons","0","Units",,,8605,,
"TUR","Turkey","PGRT","Total","TOT","Total","PA","Part-time","2009","2009","PER","Persons","0","Units",,,10923,,
"TUR","Turkey","PGRT","Total","TOT","Total","PA","Part-time","2010","2010","PER","Persons","0","Units",,,8677,,
"TUR","Turkey","PGRT","Total","TOT","Total","PA","Part-time","2011","2011","PER","Persons","0","Units",,,5740,,
"TUR","Turkey","PGRT","Total","TOT","Total","PA","Part-time","2012","2012","PER","Persons","0","Units",,,6625,,
"TUR","Turkey","PGRT","Total","TOT","Total","PA","Part-time","2013","2013","PER","Persons","0","Units",,,4285,,
"TUR","Turkey","PGRT","Total","TOT","Total","TT","Total","2000","2000","PER","Persons","0","Units",,,57520,,
"TUR","Turkey","PGRT","Total","TOT","Total","TT","Total","2001","2001","PER","Persons","0","Units",,,61064,,
"TUR","Turkey","PGRT","Total","TOT","Total","TT","Total","2002","2002","PER","Persons","0","Units",,,64164,,
"TUR","Turkey","PGRT","Total","TOT","Total","TT","Total","2003","2003","PER","Persons","0","Units",,,59240,,
"TUR","Turkey","PGRT","Total","TOT","Total","TT","Total","2004","2004","PER","Persons","0","Units",,,57950,,
"TUR","Turkey","PGRT","Total","TOT","Total","TT","Total","2005","2005","PER","Persons","0","Units",,,66533,,
"TUR","Turkey","PGRT","Total","TOT","Total","TT","Total","2006","2006","PER","Persons","0","Units",,,66926,,
"TUR","Turkey","PGRT","Total","TOT","Total","TT","Total","2007","2007","PER","Persons","0","Units",,,70754,,
"TUR","Turkey","PGRT","Total","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,72967,,
"TUR","Turkey","PGRT","Total","TOT","Total","TT","Total","2009","2009","PER","Persons","0","Units",,,66921,,
"TUR","Turkey","PGRT","Total","TOT","Total","TT","Total","2010","2010","PER","Persons","0","Units",,,66605,,
"TUR","Turkey","PGRT","Total","TOT","Total","TT","Total","2011","2011","PER","Persons","0","Units",,,58733,,
"TUR","Turkey","PGRT","Total","TOT","Total","TT","Total","2012","2012","PER","Persons","0","Units",,,55654,,
"TUR","Turkey","PGRT","Total","TOT","Total","TT","Total","2013","2013","PER","Persons","0","Units",,,53799,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","FU","Full-time","2000","2000","PER","Persons","0","Units",,,11697,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","FU","Full-time","2001","2001","PER","Persons","0","Units",,,11926,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","FU","Full-time","2002","2002","PER","Persons","0","Units",,,11442,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","FU","Full-time","2003","2003","PER","Persons","0","Units",,,10204,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","FU","Full-time","2004","2004","PER","Persons","0","Units",,,11023,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","FU","Full-time","2005","2005","PER","Persons","0","Units",,,10492,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","FU","Full-time","2006","2006","PER","Persons","0","Units",,,10358,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","FU","Full-time","2007","2007","PER","Persons","0","Units",,,10033,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","FU","Full-time","2008","2008","PER","Persons","0","Units",,,10242,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","FU","Full-time","2009","2009","PER","Persons","0","Units",,,10129,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","FU","Full-time","2010","2010","PER","Persons","0","Units",,,10172,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","FU","Full-time","2011","2011","PER","Persons","0","Units",,,10040,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","FU","Full-time","2012","2012","PER","Persons","0","Units",,,10283,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","PA","Part-time","2000","2000","PER","Persons","0","Units",,,3197,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","PA","Part-time","2001","2001","PER","Persons","0","Units",,,2722,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","PA","Part-time","2002","2002","PER","Persons","0","Units",,,2763,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","PA","Part-time","2003","2003","PER","Persons","0","Units",,,2918,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","PA","Part-time","2004","2004","PER","Persons","0","Units",,,2430,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","PA","Part-time","2005","2005","PER","Persons","0","Units",,,2339,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","PA","Part-time","2006","2006","PER","Persons","0","Units",,,2430,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","PA","Part-time","2007","2007","PER","Persons","0","Units",,,2475,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","PA","Part-time","2008","2008","PER","Persons","0","Units",,,2519,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","PA","Part-time","2009","2009","PER","Persons","0","Units",,,2083,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","PA","Part-time","2010","2010","PER","Persons","0","Units",,,2531,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","PA","Part-time","2011","2011","PER","Persons","0","Units",,,2365,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","PA","Part-time","2012","2012","PER","Persons","0","Units",,,2162,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","TT","Total","2000","2000","PER","Persons","0","Units",,,14894,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","TT","Total","2001","2001","PER","Persons","0","Units",,,14645,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","TT","Total","2002","2002","PER","Persons","0","Units",,,14205,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","TT","Total","2003","2003","PER","Persons","0","Units",,,13122,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","TT","Total","2004","2004","PER","Persons","0","Units",,,13453,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","TT","Total","2005","2005","PER","Persons","0","Units",,,12831,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","TT","Total","2006","2006","PER","Persons","0","Units",,,12788,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","TT","Total","2007","2007","PER","Persons","0","Units",,,12729,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,12761,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","TT","Total","2009","2009","PER","Persons","0","Units",,,12212,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","TT","Total","2010","2010","PER","Persons","0","Units",,,12703,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","TT","Total","2011","2011","PER","Persons","0","Units",,,12405,,
"GBR","United Kingdom","EHAS","Harvest sector","TOT","Total","TT","Total","2012","2012","PER","Persons","0","Units",,,12445,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","MAL","Males","FU","Full-time","2000","2000","PER","Persons","0","Units",,,11697,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","MAL","Males","FU","Full-time","2001","2001","PER","Persons","0","Units",,,11926,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","MAL","Males","PA","Part-time","2000","2000","PER","Persons","0","Units",,,3197,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","MAL","Males","PA","Part-time","2001","2001","PER","Persons","0","Units",,,2722,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","MAL","Males","TT","Total","2000","2000","PER","Persons","0","Units",,,14894,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","MAL","Males","TT","Total","2001","2001","PER","Persons","0","Units",,,14645,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2000","2000","PER","Persons","0","Units",,,11697,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2001","2001","PER","Persons","0","Units",,,11926,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2002","2002","PER","Persons","0","Units",,,11442,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2003","2003","PER","Persons","0","Units",,,10204,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2004","2004","PER","Persons","0","Units",,,11023,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2005","2005","PER","Persons","0","Units",,,10492,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2006","2006","PER","Persons","0","Units",,,10358,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2007","2007","PER","Persons","0","Units",,,10033,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2008","2008","PER","Persons","0","Units",,,10242,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2009","2009","PER","Persons","0","Units",,,10129,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2010","2010","PER","Persons","0","Units",,,10172,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","PA","Part-time","2000","2000","PER","Persons","0","Units",,,3197,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","PA","Part-time","2001","2001","PER","Persons","0","Units",,,2722,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","PA","Part-time","2002","2002","PER","Persons","0","Units",,,2763,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","PA","Part-time","2003","2003","PER","Persons","0","Units",,,2918,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","PA","Part-time","2004","2004","PER","Persons","0","Units",,,2430,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","PA","Part-time","2005","2005","PER","Persons","0","Units",,,2339,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","PA","Part-time","2006","2006","PER","Persons","0","Units",,,2430,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","PA","Part-time","2007","2007","PER","Persons","0","Units",,,2475,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","PA","Part-time","2008","2008","PER","Persons","0","Units",,,2519,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","PA","Part-time","2009","2009","PER","Persons","0","Units",,,2083,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","PA","Part-time","2010","2010","PER","Persons","0","Units",,,2531,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2000","2000","PER","Persons","0","Units",,,14894,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2001","2001","PER","Persons","0","Units",,,14645,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2002","2002","PER","Persons","0","Units",,,14205,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2003","2003","PER","Persons","0","Units",,,13122,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2004","2004","PER","Persons","0","Units",,,13453,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2005","2005","PER","Persons","0","Units",,,12831,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2006","2006","PER","Persons","0","Units",,,12788,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2007","2007","PER","Persons","0","Units",,,12729,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,12761,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2009","2009","PER","Persons","0","Units",,,12212,,
"GBR","United Kingdom","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2010","2010","PER","Persons","0","Units",,,12703,,
"GBR","United Kingdom","EAQU","Aquaculture","MAL","Males","FU","Full-time","2013","2013","PER","Persons","0","Units",,,2272,,
"GBR","United Kingdom","EAQU","Aquaculture","MAL","Males","PA","Part-time","2013","2013","PER","Persons","0","Units",,,650,,
"GBR","United Kingdom","EAQU","Aquaculture","MAL","Males","TT","Total","2013","2013","PER","Persons","0","Units",,,2922,,
"GBR","United Kingdom","EAQU","Aquaculture","FEM","Females","FU","Full-time","2013","2013","PER","Persons","0","Units",,,181,,
"GBR","United Kingdom","EAQU","Aquaculture","FEM","Females","PA","Part-time","2013","2013","PER","Persons","0","Units",,,226,,
"GBR","United Kingdom","EAQU","Aquaculture","FEM","Females","TT","Total","2013","2013","PER","Persons","0","Units",,,407,,
"GBR","United Kingdom","EAQU","Aquaculture","TOT","Total","FU","Full-time","2008","2008","PER","Persons","0","Units",,,2400,,
"GBR","United Kingdom","EAQU","Aquaculture","TOT","Total","FU","Full-time","2013","2013","PER","Persons","0","Units",,,2453,,
"GBR","United Kingdom","EAQU","Aquaculture","TOT","Total","PA","Part-time","2008","2008","PER","Persons","0","Units",,,900,,
"GBR","United Kingdom","EAQU","Aquaculture","TOT","Total","PA","Part-time","2013","2013","PER","Persons","0","Units",,,876,,
"GBR","United Kingdom","EAQU","Aquaculture","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,3300,,
"GBR","United Kingdom","EAQU","Aquaculture","TOT","Total","TT","Total","2013","2013","PER","Persons","0","Units",,,3329,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","FU","Full-time","2000","2000","PER","Persons","0","Units",,,11697,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","FU","Full-time","2001","2001","PER","Persons","0","Units",,,11926,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","FU","Full-time","2002","2002","PER","Persons","0","Units",,,10524,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","FU","Full-time","2003","2003","PER","Persons","0","Units",,,9242,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","FU","Full-time","2004","2004","PER","Persons","0","Units",,,11442,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","FU","Full-time","2005","2005","PER","Persons","0","Units",,,10204,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","FU","Full-time","2006","2006","PER","Persons","0","Units",,,10358,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","FU","Full-time","2007","2007","PER","Persons","0","Units",,,10033,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","FU","Full-time","2008","2008","PER","Persons","0","Units",,,10242,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","FU","Full-time","2009","2009","PER","Persons","0","Units",,,10129,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","FU","Full-time","2010","2010","PER","Persons","0","Units",,,10172,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","FU","Full-time","2011","2011","PER","Persons","0","Units",,,10040,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","FU","Full-time","2012","2012","PER","Persons","0","Units",,,10283,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","PA","Part-time","2000","2000","PER","Persons","0","Units",,,3197,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","PA","Part-time","2001","2001","PER","Persons","0","Units",,,2722,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","PA","Part-time","2002","2002","PER","Persons","0","Units",,,2222,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","PA","Part-time","2003","2003","PER","Persons","0","Units",,,2532,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","PA","Part-time","2004","2004","PER","Persons","0","Units",,,2763,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","PA","Part-time","2005","2005","PER","Persons","0","Units",,,2918,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","PA","Part-time","2006","2006","PER","Persons","0","Units",,,2430,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","PA","Part-time","2007","2007","PER","Persons","0","Units",,,2475,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","PA","Part-time","2008","2008","PER","Persons","0","Units",,,2519,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","PA","Part-time","2009","2009","PER","Persons","0","Units",,,2083,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","PA","Part-time","2010","2010","PER","Persons","0","Units",,,2531,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","PA","Part-time","2011","2011","PER","Persons","0","Units",,,2365,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","PA","Part-time","2012","2012","PER","Persons","0","Units",,,2162,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","TT","Total","2000","2000","PER","Persons","0","Units",,,14894,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","TT","Total","2001","2001","PER","Persons","0","Units",,,14645,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","TT","Total","2002","2002","PER","Persons","0","Units",,,12746,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","TT","Total","2003","2003","PER","Persons","0","Units",,,11774,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","TT","Total","2004","2004","PER","Persons","0","Units",,,14205,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","TT","Total","2005","2005","PER","Persons","0","Units",,,11023,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","TT","Total","2006","2006","PER","Persons","0","Units",,,12788,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","TT","Total","2007","2007","PER","Persons","0","Units",,,12508,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,12761,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","TT","Total","2009","2009","PER","Persons","0","Units",,,12212,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","TT","Total","2010","2010","PER","Persons","0","Units",,,12703,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","TT","Total","2011","2011","PER","Persons","0","Units",,,12405,,
"GBR","United Kingdom","PGRT","Total","TOT","Total","TT","Total","2012","2012","PER","Persons","0","Units",,,12445,,
"USA","United States","EPRO","Processing","TOT","Total","FU","Full-time","2000","2000","PER","Persons","0","Units",,,53143,,
"USA","United States","EPRO","Processing","TOT","Total","FU","Full-time","2006","2006","PER","Persons","0","Units",,,40823,,
"USA","United States","EPRO","Processing","TOT","Total","FU","Full-time","2007","2007","PER","Persons","0","Units",,,39361,,
"USA","United States","EPRO","Processing","TOT","Total","FU","Full-time","2008","2008","PER","Persons","0","Units",,,37397,,
"USA","United States","EPRO","Processing","TOT","Total","TT","Total","2000","2000","PER","Persons","0","Units",,,53143,,
"USA","United States","EPRO","Processing","TOT","Total","TT","Total","2004","2004","PER","Persons","0","Units",,,43092,,
"USA","United States","EPRO","Processing","TOT","Total","TT","Total","2005","2005","PER","Persons","0","Units",,,41607,,
"USA","United States","EPRO","Processing","TOT","Total","TT","Total","2006","2006","PER","Persons","0","Units",,,40823,,
"USA","United States","EPRO","Processing","TOT","Total","TT","Total","2007","2007","PER","Persons","0","Units",,,39361,,
"USA","United States","EPRO","Processing","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,37397,,
"USA","United States","EPRO","Processing","TOT","Total","TT","Total","2012","2012","PER","Persons","0","Units",,,37436,,
"USA","United States","PGRT","Total","TOT","Total","FU","Full-time","2000","2000","PER","Persons","0","Units",,,53143,,
"USA","United States","PGRT","Total","TOT","Total","FU","Full-time","2006","2006","PER","Persons","0","Units",,,40823,,
"USA","United States","PGRT","Total","TOT","Total","FU","Full-time","2007","2007","PER","Persons","0","Units",,,39361,,
"USA","United States","PGRT","Total","TOT","Total","FU","Full-time","2008","2008","PER","Persons","0","Units",,,37397,,
"USA","United States","PGRT","Total","TOT","Total","TT","Total","2000","2000","PER","Persons","0","Units",,,53143,,
"USA","United States","PGRT","Total","TOT","Total","TT","Total","2004","2004","PER","Persons","0","Units",,,43092,,
"USA","United States","PGRT","Total","TOT","Total","TT","Total","2005","2005","PER","Persons","0","Units",,,41607,,
"USA","United States","PGRT","Total","TOT","Total","TT","Total","2006","2006","PER","Persons","0","Units",,,40823,,
"USA","United States","PGRT","Total","TOT","Total","TT","Total","2007","2007","PER","Persons","0","Units",,,39361,,
"USA","United States","PGRT","Total","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,37397,,
"USA","United States","PGRT","Total","TOT","Total","TT","Total","2012","2012","PER","Persons","0","Units",,,37436,,
"ARG","Argentina","EHAS","Harvest sector","TOT","Total","FU","Full-time","2004","2004","PER","Persons","0","Units",,,15549,,
"ARG","Argentina","EHAS","Harvest sector","TOT","Total","FU","Full-time","2005","2005","PER","Persons","0","Units",,,15549,,
"ARG","Argentina","EHAS","Harvest sector","TOT","Total","FU","Full-time","2006","2006","PER","Persons","0","Units",,,16917,,
"ARG","Argentina","EHAS","Harvest sector","TOT","Total","TT","Total","2000","2000","PER","Persons","0","Units",,,9156,,
"ARG","Argentina","EHAS","Harvest sector","TOT","Total","TT","Total","2001","2001","PER","Persons","0","Units",,,10745,,
"ARG","Argentina","EHAS","Harvest sector","TOT","Total","TT","Total","2002","2002","PER","Persons","0","Units",,,12920,,
"ARG","Argentina","EHAS","Harvest sector","TOT","Total","TT","Total","2003","2003","PER","Persons","0","Units",,,15141,,
"ARG","Argentina","EHAS","Harvest sector","TOT","Total","TT","Total","2004","2004","PER","Persons","0","Units",,,16231,,
"ARG","Argentina","EHAS","Harvest sector","TOT","Total","TT","Total","2005","2005","PER","Persons","0","Units",,,16561,,
"ARG","Argentina","EHAS","Harvest sector","TOT","Total","TT","Total","2006","2006","PER","Persons","0","Units",,,18065,,
"ARG","Argentina","EHAS","Harvest sector","TOT","Total","TT","Total","2007","2007","PER","Persons","0","Units",,,17917,,
"ARG","Argentina","EHAS","Harvest sector","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,16894,,
"ARG","Argentina","EHAS","Harvest sector","TOT","Total","TT","Total","2009","2009","PER","Persons","0","Units",,,15673,,
"ARG","Argentina","EHAS","Harvest sector","TOT","Total","TT","Total","2010","2010","PER","Persons","0","Units",,,14756,,
"ARG","Argentina","EHAS","Harvest sector","TOT","Total","TT","Total","2011","2011","PER","Persons","0","Units",,,15269,,
"ARG","Argentina","EHAS","Harvest sector","TOT","Total","TT","Total","2012","2012","PER","Persons","0","Units",,,14219.5,,
"ARG","Argentina","EHAS","Harvest sector","TOT","Total","TT","Total","2013","2013","PER","Persons","0","Units",,,13884,,
"ARG","Argentina","EFIS","Inland fisheries","TOT","Total","TT","Total","2011","2011","PER","Persons","0","Units",,,10000,,
"ARG","Argentina","EFIS","Inland fisheries","TOT","Total","TT","Total","2012","2012","PER","Persons","0","Units",,,7000,,
"ARG","Argentina","EFIS","Inland fisheries","TOT","Total","TT","Total","2013","2013","PER","Persons","0","Units",,,7000,,
"ARG","Argentina","EFIC","Marine fisheries (coastal)","TOT","Total","FU","Full-time","2004","2004","PER","Persons","0","Units",,,1836,,
"ARG","Argentina","EFIC","Marine fisheries (coastal)","TOT","Total","FU","Full-time","2005","2005","PER","Persons","0","Units",,,1836,,
"ARG","Argentina","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2004","2004","PER","Persons","0","Units",,,13713,,
"ARG","Argentina","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2005","2005","PER","Persons","0","Units",,,13713,,
"ARG","Argentina","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2000","2000","PER","Persons","0","Units",,,9156,,
"ARG","Argentina","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2001","2001","PER","Persons","0","Units",,,10745,,
"ARG","Argentina","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2002","2002","PER","Persons","0","Units",,,12920,,
"ARG","Argentina","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2003","2003","PER","Persons","0","Units",,,15141,,
"ARG","Argentina","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2004","2004","PER","Persons","0","Units",,,16231,,
"ARG","Argentina","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2005","2005","PER","Persons","0","Units",,,16561,,
"ARG","Argentina","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2006","2006","PER","Persons","0","Units",,,18065,,
"ARG","Argentina","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2007","2007","PER","Persons","0","Units",,,17917,,
"ARG","Argentina","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,16894,,
"ARG","Argentina","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2009","2009","PER","Persons","0","Units",,,15673,,
"ARG","Argentina","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2010","2010","PER","Persons","0","Units",,,14756,,
"ARG","Argentina","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2011","2011","PER","Persons","0","Units",,,15269,,
"ARG","Argentina","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2012","2012","PER","Persons","0","Units",,,14219.5,,
"ARG","Argentina","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2013","2013","PER","Persons","0","Units",,,13884,,
"ARG","Argentina","EAQU","Aquaculture","TOT","Total","TT","Total","2000","2000","PER","Persons","0","Units",,,76,,
"ARG","Argentina","EAQU","Aquaculture","TOT","Total","TT","Total","2001","2001","PER","Persons","0","Units",,,67,,
"ARG","Argentina","EAQU","Aquaculture","TOT","Total","TT","Total","2002","2002","PER","Persons","0","Units",,,53,,
"ARG","Argentina","EAQU","Aquaculture","TOT","Total","TT","Total","2003","2003","PER","Persons","0","Units",,,49,,
"ARG","Argentina","EAQU","Aquaculture","TOT","Total","TT","Total","2004","2004","PER","Persons","0","Units",,,51,,
